Provider,Location,Device,Aggregate Date,Metric Type,Multi-Server Latency,Multi-Server Jitter,Download Speed Mbps,Upload Speed Mbps
All Providers Combined,Armenia,,Apr-23,mean,32,27,77.21,74.01
All Providers Combined,Belarus,,Apr-23,median,18.2952,5.3,51.27,46.48
All Providers Combined,Belarus,,Apr-23,mean,59,44,92.02,63.42
All Providers Combined,Kazakhstan,,Apr-23,median,24.9681,5.7375,41.02,39.4
All Providers Combined,Kazakhstan,,Apr-23,mean,57,38,74.94,72.49
All Providers Combined,Kyrgyzstan,,Apr-23,median,6.4641,3,50.95,49.06
All Providers Combined,Kyrgyzstan,,Apr-23,mean,35,29,61.44,63.41
All Providers Combined,Russia,,Apr-23,median,12.5249,2.7667,79.44,85.46
All Providers Combined,Russia,,Apr-23,mean,31,19,121.27,122.59
All Providers Combined,Tajikistan,,Apr-23,median,12.5766,8.0969,20.51,21.68
All Providers Combined,Tajikistan,,Apr-23,mean,77,53,40.7,47.09
All Providers Combined,Uzbekistan,,Apr-23,median,13.4333,3.9867,48.25,49.95
All Providers Combined,Uzbekistan,,Apr-23,mean,50,33,67.5,86.95
All Providers Combined,Azerbaijan,,May-23,median,10.1528,6.5,29.14,29.76
All Providers Combined,Azerbaijan,,May-23,mean,47,38,38.5,38.09
All Providers Combined,Armenia,,May-23,median,6.5355,2.8627,43.12,41.25
All Providers Combined,Armenia,,May-23,mean,32,27,83.63,79.69
All Providers Combined,Belarus,,May-23,median,18.4833,5.2625,51.63,46.5
All Providers Combined,Belarus,,May-23,mean,59,43,92.92,64.55
All Providers Combined,Kazakhstan,,May-23,median,23.6889,5.331,45.52,43.38
All Providers Combined,Kazakhstan,,May-23,mean,55,36,77.93,75.39
All Providers Combined,Kyrgyzstan,,May-23,median,7.3607,3.1583,51.43,49.69
All Providers Combined,Kyrgyzstan,,May-23,mean,36,29,58.48,59.44
All Providers Combined,Russia,,May-23,median,12.5585,2.6167,79.93,85.93
All Providers Combined,Russia,,May-23,mean,30,18,122.46,123.65
All Providers Combined,Tajikistan,,May-23,median,14.3583,8.1336,19.76,20.47
All Providers Combined,Tajikistan,,May-23,mean,72,51,40.7,46.36
All Providers Combined,Uzbekistan,,May-23,median,13.0667,3.8524,49.94,51.43
All Providers Combined,Uzbekistan,,May-23,mean,50,34,71.67,90.71
All Providers Combined,Azerbaijan,,Jun-23,median,9.9618,6.2156,29.47,29.73
All Providers Combined,Azerbaijan,,Jun-23,mean,44,35,38.45,37.25
All Providers Combined,Armenia,,Jun-23,median,6.5037,2.755,44.47,42.04
All Providers Combined,Armenia,,Jun-23,mean,31,25,84.99,79.74
All Providers Combined,Belarus,,Jun-23,median,19.5234,5.4125,50.99,46.56
All Providers Combined,Belarus,,Jun-23,mean,61,44,91.21,62.96
All Providers Combined,Kazakhstan,,Jun-23,median,23.2321,5.125,45.3,44.09
All Providers Combined,Kazakhstan,,Jun-23,mean,55,36,80.95,78.03
All Providers Combined,Kyrgyzstan,,Jun-23,median,6.5387,2.8272,53.12,50.45
All Providers Combined,Kyrgyzstan,,Jun-23,mean,33,27,61.22,61.82
All Providers Combined,Russia,,Jun-23,median,12.7667,2.6057,79.55,85.76
All Providers Combined,Russia,,Jun-23,mean,31,19,123.27,124.21
All Providers Combined,Tajikistan,,Jun-23,median,13.025,7.3295,21.54,19.88
All Providers Combined,Tajikistan,,Jun-23,mean,67,41,38.97,42.42
All Providers Combined,Uzbekistan,,Jun-23,median,12.7603,3.75,51.57,51.95
All Providers Combined,Uzbekistan,,Jun-23,mean,47,33,70.68,91.98
All Providers Combined,Azerbaijan,,Jul-23,median,9.9245,5.7925,29.14,30.41
All Providers Combined,Azerbaijan,,Jul-23,mean,41,34,38.37,40.39
All Providers Combined,Armenia,,Jul-23,median,6.5589,2.6993,43.97,41.8
All Providers Combined,Armenia,,Jul-23,mean,30,25,89.44,81.23
All Providers Combined,Belarus,,Jul-23,median,20.0833,5.4749,49.84,45.3
All Providers Combined,Belarus,,Jul-23,mean,59,42,91.07,62.74
All Providers Combined,Kazakhstan,,Jul-23,median,22.4564,5,46.7,45.92
All Providers Combined,Kazakhstan,,Jul-23,mean,54,35,82.12,78.77
All Providers Combined,Kyrgyzstan,,Jul-23,median,6.8167,2.9667,51.95,50.59
All Providers Combined,Kyrgyzstan,,Jul-23,mean,32,26,59.19,60.78
All Providers Combined,Russia,,Jul-23,median,13.1917,2.6492,79.32,85.36
All Providers Combined,Russia,,Jul-23,mean,32,19,123.49,124.24
All Providers Combined,Tajikistan,,Jul-23,median,13.8193,7.8777,22.01,20.49
All Providers Combined,Tajikistan,,Jul-23,mean,67,45,37.2,40.51
All Providers Combined,Uzbekistan,,Jul-23,median,12.7667,3.6875,51.95,52.45
All Providers Combined,Uzbekistan,,Jul-23,mean,47,33,71.17,95.54
All Providers Combined,Azerbaijan,,Aug-23,median,10.5833,6.6902,28.7,29.96
All Providers Combined,Azerbaijan,,Aug-23,mean,44,36,36.96,38.74
All Providers Combined,Armenia,,Aug-23,median,6.6382,2.775,44.96,43.45
All Providers Combined,Armenia,,Aug-23,mean,30,24,89.49,83.37
All Providers Combined,Belarus,,Aug-23,median,18.6166,5.1495,51.76,47.16
All Providers Combined,Belarus,,Aug-23,mean,58,41,92.92,64.88
All Providers Combined,Kazakhstan,,Aug-23,median,22.5,5.1,47.39,47
All Providers Combined,Kazakhstan,,Aug-23,mean,52,34,83.52,80.27
All Providers Combined,Kyrgyzstan,,Aug-23,median,6.9184,3.1914,52.77,51.95
All Providers Combined,Kyrgyzstan,,Aug-23,mean,32,27,60.32,62.1
All Providers Combined,Russia,,Aug-23,median,12.6667,2.625,80.52,86.7
All Providers Combined,Russia,,Aug-23,mean,30,18,126,126.63
All Providers Combined,Tajikistan,,Aug-23,median,16.3377,8.1833,20.96,19.93
All Providers Combined,Tajikistan,,Aug-23,mean,73,48,40.35,44.71
All Providers Combined,Uzbekistan,,Aug-23,median,12.9013,3.625,52.35,52.9
All Providers Combined,Uzbekistan,,Aug-23,mean,44,30,71.99,96.18
All Providers Combined,Azerbaijan,,Sep-23,median,9.658,5.9234,29.29,30.68
All Providers Combined,Azerbaijan,,Sep-23,mean,39,32,38.04,40.4
All Providers Combined,Armenia,,Sep-23,median,6.7889,2.9083,47.48,45.4
All Providers Combined,Armenia,,Sep-23,mean,30,25,93.38,85.93
All Providers Combined,Belarus,,Sep-23,median,18.4982,5.2375,53,48.26
All Providers Combined,Belarus,,Sep-23,mean,56,41,98.37,67.57
All Providers Combined,Kazakhstan,,Sep-23,median,20.2955,4.8052,48.9,48.02
All Providers Combined,Kazakhstan,,Sep-23,mean,51,34,83.69,80.78
All Providers Combined,Kyrgyzstan,,Sep-23,median,7.6555,3.275,52.22,51.72
All Providers Combined,Kyrgyzstan,,Sep-23,mean,36,29,59.09,61.5
All Providers Combined,Russia,,Sep-23,median,12.4294,2.575,81.7,87.81
All Providers Combined,Russia,,Sep-23,mean,30,18,128.19,128.6
All Providers Combined,Tajikistan,,Sep-23,median,14.41,7.9792,24.45,23.75
All Providers Combined,Tajikistan,,Sep-23,mean,60,41,47.53,51.63
All Providers Combined,Uzbekistan,,Sep-23,median,12.9132,3.5167,53.48,53.87
All Providers Combined,Uzbekistan,,Sep-23,mean,43,30,74.17,95.26
All Providers Combined,Azerbaijan,,Oct-23,median,9.8002,5.8639,30.48,32.44
All Providers Combined,Azerbaijan,,Oct-23,mean,40,33,40.81,42.05
All Providers Combined,Armenia,,Oct-23,median,6.7333,2.9875,45.31,45.57
All Providers Combined,Armenia,,Oct-23,mean,29,25,87.34,83.93
All Providers Combined,Belarus,,Oct-23,median,18.3917,5.3052,53.8,48.79
All Providers Combined,Belarus,,Oct-23,mean,55,40,98.07,68.24
All Providers Combined,Kazakhstan,,Oct-23,median,21.3,4.924,47.84,46.85
All Providers Combined,Kazakhstan,,Oct-23,mean,51,34,86.28,83.28
All Providers Combined,Kyrgyzstan,,Oct-23,median,7.0527,2.9784,54.37,53.79
All Providers Combined,Kyrgyzstan,,Oct-23,mean,30,25,62.98,66.86
All Providers Combined,Russia,,Oct-23,median,12.5107,2.6125,81.95,88.07
All Providers Combined,Russia,,Oct-23,mean,29,18,128.14,128.52
All Providers Combined,Tajikistan,,Oct-23,median,15.8388,9.5445,20.77,19.73
All Providers Combined,Tajikistan,,Oct-23,mean,64,48,41.59,46.71
All Providers Combined,Uzbekistan,,Oct-23,median,12.4556,3.3481,54.53,55.22
All Providers Combined,Uzbekistan,,Oct-23,mean,40,29,74.57,97.21
All Providers Combined,Azerbaijan,,Nov-23,median,9.7461,5.95,33.03,33.32
All Providers Combined,Azerbaijan,,Nov-23,mean,42,36,44.22,42.85
All Providers Combined,Armenia,,Nov-23,median,6.6266,2.8986,48.53,47.51
All Providers Combined,Armenia,,Nov-23,mean,31,26,90.95,87.83
All Providers Combined,Belarus,,Nov-23,median,16.643,4.9125,62.06,51.34
All Providers Combined,Belarus,,Nov-23,mean,52,38,104.4,72.2
All Providers Combined,Kazakhstan,,Nov-23,median,21.2,4.7125,51.41,51.23
All Providers Combined,Kazakhstan,,Nov-23,mean,50,33,93.42,89.44
All Providers Combined,Kyrgyzstan,,Nov-23,median,7.0034,2.975,54.55,53.71
All Providers Combined,Kyrgyzstan,,Nov-23,mean,32,26,63.25,65.6
All Providers Combined,Russia,,Nov-23,median,13.0361,2.6708,84.74,90.4
All Providers Combined,Russia,,Nov-23,mean,29,18,133.25,133.37
All Providers Combined,Tajikistan,,Nov-23,median,11.6614,6.9968,26.84,27.02
All Providers Combined,Tajikistan,,Nov-23,mean,63,40,46.65,51.49
All Providers Combined,Uzbekistan,,Nov-23,median,13.9972,3.5833,55.45,56.56
All Providers Combined,Uzbekistan,,Nov-23,mean,42,30,102.1,104.02
All Providers Combined,Azerbaijan,,Dec-23,median,10.2277,5.6625,35.25,35.17
All Providers Combined,Azerbaijan,,Dec-23,mean,41,34,49.02,47.54
All Providers Combined,Armenia,,Dec-23,median,6.85,2.9333,49.86,48.51
All Providers Combined,Armenia,,Dec-23,mean,32,27,91.72,86.22
All Providers Combined,Belarus,,Dec-23,median,17.0111,5.0083,60.62,50.86
All Providers Combined,Belarus,,Dec-23,mean,51,39,105.71,71.98
All Providers Combined,Kazakhstan,,Dec-23,median,23.2333,5.2958,48.73,48.58
All Providers Combined,Kazakhstan,,Dec-23,mean,55,36,88.16,84.38
All Providers Combined,Kyrgyzstan,,Dec-23,median,6.4935,2.75,55.21,53.63
All Providers Combined,Kyrgyzstan,,Dec-23,mean,29,25,64.8,66.46
All Providers Combined,Russia,,Dec-23,median,13.4333,2.624,85.15,90.55
All Providers Combined,Russia,,Dec-23,mean,30,18,134.93,134.35
All Providers Combined,Tajikistan,,Dec-23,median,12.2193,6.9296,26.35,27.28
All Providers Combined,Tajikistan,,Dec-23,mean,64,41,46.76,52.82
All Providers Combined,Uzbekistan,,Dec-23,median,14.7028,3.7187,55.48,59.29
All Providers Combined,Uzbekistan,,Dec-23,mean,41,29,91.6,107.3
All Providers Combined,Azerbaijan,,Jan-24,median,11,5.8875,35.25,35.31
All Providers Combined,Azerbaijan,,Jan-24,mean,43,34,51.21,48
All Providers Combined,Armenia,,Jan-24,median,6.5875,2.9656,51.43,50.07
All Providers Combined,Armenia,,Jan-24,mean,29,26,99.85,93.11
All Providers Combined,Belarus,,Jan-24,median,17.2667,5.3002,59.08,49.97
All Providers Combined,Belarus,,Jan-24,mean,51,39,103.55,69.13
All Providers Combined,Kazakhstan,,Jan-24,median,22.8,5.217,48.59,47.42
All Providers Combined,Kazakhstan,,Jan-24,mean,55,35,87.73,83.55
All Providers Combined,Kyrgyzstan,,Jan-24,median,6.7667,2.9167,55.22,53.06
All Providers Combined,Kyrgyzstan,,Jan-24,mean,28,25,63.25,64.17
All Providers Combined,Russia,,Jan-24,median,13.3667,2.5244,85.87,90.47
All Providers Combined,Russia,,Jan-24,mean,29,17,137.05,134.09
All Providers Combined,Tajikistan,,Jan-24,median,11.5667,6.8396,26.02,25.75
All Providers Combined,Tajikistan,,Jan-24,mean,54,37,45.89,49.41
All Providers Combined,Uzbekistan,,Jan-24,median,14.2,3.725,59.36,53.72
All Providers Combined,Uzbekistan,,Jan-24,mean,43,31,84.57,99.01
All Providers Combined,Azerbaijan,,Feb-24,median,11,5.4263,37.32,36.85
All Providers Combined,Azerbaijan,,Feb-24,mean,38,30,54.24,50.71
All Providers Combined,Armenia,,Feb-24,median,6.9,2.975,50.95,49.63
All Providers Combined,Armenia,,Feb-24,mean,27,22,94.17,88.89
All Providers Combined,Belarus,,Feb-24,median,16.475,4.9208,62.95,51.1
All Providers Combined,Belarus,,Feb-24,mean,46,34,109.6,71.93
All Providers Combined,Kazakhstan,,Feb-24,median,21.9056,4.7633,50.88,49.73
All Providers Combined,Kazakhstan,,Feb-24,mean,49,31,93.38,87.72
All Providers Combined,Kyrgyzstan,,Feb-24,median,7.05,2.8333,56.13,53.86
All Providers Combined,Kyrgyzstan,,Feb-24,mean,29,25,64.03,64.46
All Providers Combined,Russia,,Feb-24,median,13.1055,2.5625,86,90.92
All Providers Combined,Russia,,Feb-24,mean,29,18,139.75,137.18
All Providers Combined,Tajikistan,,Feb-24,median,11.5392,6.3437,24.92,26.01
All Providers Combined,Tajikistan,,Feb-24,mean,53,37,44.58,47.94
All Providers Combined,Uzbekistan,,Feb-24,median,15.7395,3.402,66.38,61.57
All Providers Combined,Uzbekistan,,Feb-24,mean,38,26,91.33,105.82
All Providers Combined,Azerbaijan,,Mar-24,median,11.4123,5.7237,38.32,37.69
All Providers Combined,Azerbaijan,,Mar-24,mean,37,28,56.47,51.69
All Providers Combined,Armenia,,Mar-24,median,6.8594,2.8625,52.76,50.37
All Providers Combined,Armenia,,Mar-24,mean,24,21,99.44,91.57
All Providers Combined,Belarus,,Mar-24,median,15.8244,4.4083,64.6,51.39
All Providers Combined,Belarus,,Mar-24,mean,43,30,114.07,74.09
All Providers Combined,Kazakhstan,,Mar-24,median,22.0259,4.6167,52.17,50.95
All Providers Combined,Kazakhstan,,Mar-24,mean,47,30,95.56,89.27
All Providers Combined,Kyrgyzstan,,Mar-24,median,6.5389,2.4666,57.06,55.02
All Providers Combined,Kyrgyzstan,,Mar-24,mean,25,21,66.7,68.73
All Providers Combined,Russia,,Mar-24,median,12.8638,2.4087,87.28,91.49
All Providers Combined,Russia,,Mar-24,mean,29,17,143.41,140.3
All Providers Combined,Tajikistan,,Mar-24,median,9.8708,5.6333,26.42,26
All Providers Combined,Tajikistan,,Mar-24,mean,43,32,47.1,48.77
All Providers Combined,Uzbekistan,,Mar-24,median,15.1333,3.5167,62.75,59.67
All Providers Combined,Uzbekistan,,Mar-24,mean,36,24,90.09,107.97
All Providers Combined,Azerbaijan,,Apr-24,median,10.3132,5.0955,39.24,39.54
All Providers Combined,Azerbaijan,,Apr-24,mean,34,27,58.87,54.28
All Providers Combined,Armenia,,Apr-24,median,6.6947,2.7839,54.95,51.47
All Providers Combined,Armenia,,Apr-24,mean,26,21,102.86,94.59
All Providers Combined,Belarus,,Apr-24,median,15.9731,4.7833,63.45,50.94
All Providers Combined,Belarus,,Apr-24,mean,44,33,112.81,73.08
All Providers Combined,Kazakhstan,,Apr-24,median,23.8628,4.9458,51.83,49.44
All Providers Combined,Kazakhstan,,Apr-24,mean,53,32,93.51,86.65
All Providers Combined,Kyrgyzstan,,Apr-24,median,6.2777,2.425,61.8,56.3
All Providers Combined,Kyrgyzstan,,Apr-24,mean,24,20,71.77,72.73
All Providers Combined,Russia,,Apr-24,median,12.3542,2.3354,87.73,91.13
All Providers Combined,Russia,,Apr-24,mean,29,17,145.34,140.34
All Providers Combined,Tajikistan,,Apr-24,median,10.5132,5.9366,28.89,27.99
All Providers Combined,Tajikistan,,Apr-24,mean,41,32,53.05,54.85
All Providers Combined,Uzbekistan,,Apr-24,median,14.8385,3.4083,64.5,58.23
All Providers Combined,Uzbekistan,,Apr-24,mean,35,24,92.58,108.13
All Providers Combined,Azerbaijan,,May-24,median,9.7778,4.7635,39.48,39.17
All Providers Combined,Azerbaijan,,May-24,mean,32,26,59,54.32
All Providers Combined,Armenia,,May-24,median,7.0792,2.8049,56.77,54.06
All Providers Combined,Armenia,,May-24,mean,26,22,107.39,97.76
All Providers Combined,Belarus,,May-24,median,15.2333,4.4187,63.06,51.32
All Providers Combined,Belarus,,May-24,mean,44,32,104.29,70.71
All Providers Combined,Kazakhstan,,May-24,median,22.45,4.4188,55.13,52.26
All Providers Combined,Kazakhstan,,May-24,mean,50,30,99.1,91.73
All Providers Combined,Kyrgyzstan,,May-24,median,5.9778,2.225,65.26,61.09
All Providers Combined,Kyrgyzstan,,May-24,mean,22,19,80.11,80.75
All Providers Combined,Russia,,May-24,median,12.2385,2.2932,87.71,91.08
All Providers Combined,Russia,,May-24,mean,29,17,145.24,139.75
All Providers Combined,Tajikistan,,May-24,median,10.2584,5.0458,29.68,28.69
All Providers Combined,Tajikistan,,May-24,mean,44,31,59.11,67.25
All Providers Combined,Uzbekistan,,May-24,median,14.3667,3.2168,64.85,60.65
All Providers Combined,Uzbekistan,,May-24,mean,36,24,92.2,108
All Providers Combined,Azerbaijan,,Jun-24,median,8.9664,3.9465,40.21,40.11
All Providers Combined,Azerbaijan,,Jun-24,mean,29,24,60.37,55.46
All Providers Combined,Armenia,,Jun-24,median,6.65,2.7249,56.6,54.55
All Providers Combined,Armenia,,Jun-24,mean,27,22,101.26,98.81
All Providers Combined,Belarus,,Jun-24,median,16.6829,4.9189,59.68,50.51
All Providers Combined,Belarus,,Jun-24,mean,49,35,108.05,72.67
All Providers Combined,Kazakhstan,,Jun-24,median,20.0622,4.0375,58.52,56.99
All Providers Combined,Kazakhstan,,Jun-24,mean,49,29,101.66,95.11
All Providers Combined,Kyrgyzstan,,Jun-24,median,6.1131,2.2667,64.72,61.34
All Providers Combined,Kyrgyzstan,,Jun-24,mean,23,20,82.52,82.89
All Providers Combined,Russia,,Jun-24,median,11.8833,2.225,88,91.76
All Providers Combined,Russia,,Jun-24,mean,29,17,145.96,142.61
All Providers Combined,Tajikistan,,Jun-24,median,11.5111,5.4904,30.78,29.86
All Providers Combined,Tajikistan,,Jun-24,mean,52,34,60.65,76.63
All Providers Combined,Uzbekistan,,Jun-24,median,13.3106,2.8667,65.04,63.4
All Providers Combined,Uzbekistan,,Jun-24,mean,34,23,92.96,110.39
All Providers Combined,Azerbaijan,,Jul-24,median,9.0926,3.9717,41.56,41.8
All Providers Combined,Azerbaijan,,Jul-24,mean,30,24,64.37,59.34
All Providers Combined,Armenia,,Jul-24,median,6.6,2.7639,55.82,54.65
All Providers Combined,Armenia,,Jul-24,mean,27,21,99.02,100.15
All Providers Combined,Belarus,,Jul-24,median,18.2552,5.2394,58.77,49.81
All Providers Combined,Belarus,,Jul-24,mean,52,37,112.36,71.58
All Providers Combined,Kazakhstan,,Jul-24,median,20.5167,4.375,57.93,56.73
All Providers Combined,Kazakhstan,,Jul-24,mean,48,30,99.97,94.25
All Providers Combined,Kyrgyzstan,,Jul-24,median,6.478,2.4298,63.77,59.72
All Providers Combined,Kyrgyzstan,,Jul-24,mean,25,21,87.73,88.28
All Providers Combined,Russia,,Jul-24,median,12.2139,2.2556,88.84,92.19
All Providers Combined,Russia,,Jul-24,mean,28,17,145.63,142.38
All Providers Combined,Tajikistan,,Jul-24,median,12.4589,5.9166,24.41,23.73
All Providers Combined,Tajikistan,,Jul-24,mean,55,38,60.26,60
All Providers Combined,Uzbekistan,,Jul-24,median,12.8141,3.0333,69.19,65.91
All Providers Combined,Uzbekistan,,Jul-24,mean,33,23,128.58,118.93
All Providers Combined,Azerbaijan,,Aug-24,median,8.9183,4.027,49.9,48.97
All Providers Combined,Azerbaijan,,Aug-24,mean,27,22,71.35,66.01
All Providers Combined,Armenia,,Aug-24,median,6.8627,2.8403,55.64,55.36
All Providers Combined,Armenia,,Aug-24,mean,28,21,106.91,102.33
All Providers Combined,Belarus,,Aug-24,median,17.6166,4.86,63.29,51.02
All Providers Combined,Belarus,,Aug-24,mean,48,33,118.34,73.39
All Providers Combined,Kazakhstan,,Aug-24,median,19.8333,4.4333,62.25,63.03
All Providers Combined,Kazakhstan,,Aug-24,mean,47,31,103.36,97.98
All Providers Combined,Kyrgyzstan,,Aug-24,median,5.7889,2.0639,69.08,65.82
All Providers Combined,Kyrgyzstan,,Aug-24,mean,21,18,94.96,93.9
All Providers Combined,Russia,,Aug-24,median,12.575,2.3125,89.02,92.13
All Providers Combined,Russia,,Aug-24,mean,29,17,145.66,141.89
All Providers Combined,Tajikistan,,Aug-24,median,14.0617,6.7564,28.73,28.61
All Providers Combined,Tajikistan,,Aug-24,mean,55,37,53.74,54.49
All Providers Combined,Uzbekistan,,Aug-24,median,13.0185,2.9598,73.23,69.63
All Providers Combined,Uzbekistan,,Aug-24,mean,34,23,137.38,122.31
All Providers Combined,Azerbaijan,,Sep-24,median,8.95,4.1,58.35,58.2
All Providers Combined,Azerbaijan,,Sep-24,mean,26,20,81.09,75.15
All Providers Combined,Armenia,,Sep-24,median,6.8068,2.8375,57.69,56.62
All Providers Combined,Armenia,,Sep-24,mean,28,21,101.22,102.44
All Providers Combined,Belarus,,Sep-24,median,15.6307,4.7375,66.62,51.8
All Providers Combined,Belarus,,Sep-24,mean,45,31,118.49,76.03
All Providers Combined,Kazakhstan,,Sep-24,median,17.8422,3.8333,61.82,61.94
All Providers Combined,Kazakhstan,,Sep-24,mean,43,26,105.98,100.89
All Providers Combined,Kyrgyzstan,,Sep-24,median,5.4238,1.9509,72.48,72.85
All Providers Combined,Kyrgyzstan,,Sep-24,mean,19,17,99.72,100.3
All Providers Combined,Russia,,Sep-24,median,12.5208,2.2964,89.72,92.67
All Providers Combined,Russia,,Sep-24,mean,29,17,151.89,146.98
All Providers Combined,Tajikistan,,Sep-24,median,13.4819,6.6345,26.03,26.25
All Providers Combined,Tajikistan,,Sep-24,mean,50,34,52.54,56.66
All Providers Combined,Uzbekistan,,Sep-24,median,12.8564,2.725,76.01,74.01
All Providers Combined,Uzbekistan,,Sep-24,mean,31,21,142.76,127.18
All Providers Combined,Azerbaijan,,Oct-24,median,8.9326,3.7613,64.45,60.23
All Providers Combined,Azerbaijan,,Oct-24,mean,28,21,104.98,99.71
All Providers Combined,Armenia,,Oct-24,median,6.8378,3.0003,55.68,55.41
All Providers Combined,Armenia,,Oct-24,mean,30,23,97.04,101.06
All Providers Combined,Belarus,,Oct-24,median,12.4167,3.525,83.14,56.55
All Providers Combined,Belarus,,Oct-24,mean,39,26,132.73,85.62
All Providers Combined,Kazakhstan,,Oct-24,median,17.3823,3.65,66.93,68.54
All Providers Combined,Kazakhstan,,Oct-24,mean,43,25,111.01,108.03
All Providers Combined,Kyrgyzstan,,Oct-24,median,5.2792,1.8843,74.82,74.81
All Providers Combined,Kyrgyzstan,,Oct-24,mean,20,17,107.11,104.71
All Providers Combined,Russia,,Oct-24,median,13.1245,2.4,90.13,92.77
All Providers Combined,Russia,,Oct-24,mean,30,17,155.32,148.72
All Providers Combined,Tajikistan,,Oct-24,median,10.4382,5.5519,30.24,28.72
All Providers Combined,Tajikistan,,Oct-24,mean,48,31,54.97,56.13
All Providers Combined,Uzbekistan,,Oct-24,median,12.6587,2.7354,78.54,77.42
All Providers Combined,Uzbekistan,,Oct-24,mean,31,21,146.92,132.49
All Providers Combined,Azerbaijan,,Nov-24,median,9.1305,3.875,65.84,68.59
All Providers Combined,Azerbaijan,,Nov-24,mean,28,21,107.03,105.75
All Providers Combined,Armenia,,Nov-24,median,6.8333,2.9581,58.67,58.28
All Providers Combined,Armenia,,Nov-24,mean,31,22,100.42,102.6
All Providers Combined,Belarus,,Nov-24,median,14.6667,4.6129,75.31,52.55
All Providers Combined,Belarus,,Nov-24,mean,43,30,130.1,80.53
All Providers Combined,Kazakhstan,,Nov-24,median,17.35,3.75,73.87,76.56
All Providers Combined,Kazakhstan,,Nov-24,mean,42,25,116.32,114.15
All Providers Combined,Kyrgyzstan,,Nov-24,median,6.2333,2.2381,74.15,73.58
All Providers Combined,Kyrgyzstan,,Nov-24,mean,23,18,105.33,105.96
All Providers Combined,Russia,,Nov-24,median,13.1568,2.4667,90.13,92.78
All Providers Combined,Russia,,Nov-24,mean,30,17,154.62,149.19
All Providers Combined,Tajikistan,,Nov-24,median,11.4444,5.9625,31.86,30.82
All Providers Combined,Tajikistan,,Nov-24,mean,51,35,54.03,55.74
All Providers Combined,Uzbekistan,,Nov-24,median,12.3,2.6583,82.22,80.14
All Providers Combined,Uzbekistan,,Nov-24,mean,29,19,152.97,134.3
All Providers Combined,Azerbaijan,,Dec-24,median,8.8451,3.685,66.47,68.51
All Providers Combined,Azerbaijan,,Dec-24,mean,28,21,110.9,107.48
All Providers Combined,Armenia,,Dec-24,median,6.7167,2.8125,59.57,59.49
All Providers Combined,Armenia,,Dec-24,mean,28,21,99.08,102.19
All Providers Combined,Belarus,,Dec-24,median,14.7292,4.45,78.37,53.2
All Providers Combined,Belarus,,Dec-24,mean,42,29,134.53,83.55
All Providers Combined,Kazakhstan,,Dec-24,median,17.0754,3.2685,82.76,86.52
All Providers Combined,Kazakhstan,,Dec-24,mean,40,23,127.23,122.96
All Providers Combined,Kyrgyzstan,,Dec-24,median,5.7708,2.0373,74.73,74.87
All Providers Combined,Kyrgyzstan,,Dec-24,mean,21,18,110.91,112.89
All Providers Combined,Russia,,Dec-24,median,12.5,2.2583,90.49,92.83
All Providers Combined,Russia,,Dec-24,mean,29,17,157.36,149.95
All Providers Combined,Tajikistan,,Dec-24,median,20.5798,6.4479,33.29,32.78
All Providers Combined,Tajikistan,,Dec-24,mean,57,35,57.79,60.01
All Providers Combined,Uzbekistan,,Dec-24,median,12.8264,2.7226,82.21,79.71
All Providers Combined,Uzbekistan,,Dec-24,mean,30,19,151.33,133.96
All Providers Combined,Azerbaijan,,Jan-25,median,9.1093,3.8841,68.62,69.53
All Providers Combined,Azerbaijan,,Jan-25,mean,28,21,110.66,105.42
All Providers Combined,Armenia,,Jan-25,median,6.8517,2.875,60.74,60.34
All Providers Combined,Armenia,,Jan-25,mean,27,21,100.26,102.47
All Providers Combined,Belarus,,Jan-25,median,14.2833,3.875,79.9,54.25
All Providers Combined,Belarus,,Jan-25,mean,42,28,127.99,81.72
All Providers Combined,Kazakhstan,,Jan-25,median,15.9889,3.2117,80.85,83.72
All Providers Combined,Kazakhstan,,Jan-25,mean,40,23,134.02,124.89
All Providers Combined,Kyrgyzstan,,Jan-25,median,5.9963,2.125,77.5,76.51
All Providers Combined,Kyrgyzstan,,Jan-25,mean,21,18,117.82,119.86
All Providers Combined,Russia,,Jan-25,median,12.923,2.275,90.3,92.16
All Providers Combined,Russia,,Jan-25,mean,29,17,159.26,152.88
All Providers Combined,Tajikistan,,Jan-25,median,12.5133,6.0731,30.84,31.06
All Providers Combined,Tajikistan,,Jan-25,mean,53,34,55.45,60.4
All Providers Combined,Uzbekistan,,Jan-25,median,13.9633,2.8217,80.07,79.58
All Providers Combined,Uzbekistan,,Jan-25,mean,32,20,147.06,133.43
All Providers Combined,Azerbaijan,,Feb-25,median,9.1229,3.575,74.32,72.85
All Providers Combined,Azerbaijan,,Feb-25,mean,28,21,125.15,113.73
All Providers Combined,Armenia,,Feb-25,median,6.861,2.9583,62.26,62.08
All Providers Combined,Armenia,,Feb-25,mean,30,24,103.28,104.03
All Providers Combined,Belarus,,Feb-25,median,15.2778,4.8557,76.95,54.06
All Providers Combined,Belarus,,Feb-25,mean,46,32,123.13,80.98
All Providers Combined,Kazakhstan,,Feb-25,median,15.675,3.4125,81.11,84.27
All Providers Combined,Kazakhstan,,Feb-25,mean,41,24,134.94,126.06
All Providers Combined,Kyrgyzstan,,Feb-25,median,6.0222,2.2118,79.28,79.5
